area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,79.0,3,6371.0
Super built-up  Area,Tumkur Road,1441.0,2.0,1.0,95.0,3,6593.0
Super built-up  Area,Tumkur Road,1240.0,2.0,1.0,83.0,3,6694.0
Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,67.0,2,6524.0
Super built-up  Area,Tumkur Road,1354.0,3.0,1.0,85.86,3,6341.0
Super built-up  Area,Ulsoor,2135.0,3.0,2.0,215.0,3,10070.0
Built-up  Area,Ulsoor,1275.0,2.0,0.0,120.0,2,9412.0
Built-up  Area,Ulsoor,1020.0,3.0,2.0,110.0,3,10784.0
Super built-up  Area,Ulsoor,1200.0,2.0,0.0,60.0,2,5000.0
Built-up  Area,Ulsoor,1180.0,2.0,2.0,100.0,2,8475.0
Built-up  Area,Ulsoor,1340.0,3.0,0.0,90.0,3,6716.0
Super built-up  Area,Ulsoor,1500.0,2.0,2.0,125.0,3,8333.0
Super built-up  Area,Ulsoor,2000.0,3.0,3.0,185.0,3,9250.0
Super built-up  Area,Ulsoor,1255.0,2.0,3.0,120.0,2,9562.0
Super built-up  Area,Ulsoor,1685.0,4.0,2.0,185.0,3,10979.0
Super built-up  Area,Ulsoor,2135.0,3.0,2.0,170.0,3,7963.0
Plot  Area,Ulsoor,1160.0,2.0,1.0,130.0,2,11207.0
Built-up  Area,Uttarahalli,1440.0,2.0,3.0,62.0,3,4306.0
Built-up  Area,Uttarahalli,1143.0,2.0,2.0,45.0,2,3937.0
Built-up  Area,Uttarahalli,1020.0,2.0,2.0,45.0,2,4412.0
Super built-up  Area,Uttarahalli,1286.0,2.0,2.0,63.0,2,4899.0
Super built-up  Area,Uttarahalli,1101.0,2.0,0.0,45.0,2,4087.0
Built-up  Area,Uttarahalli,1345.0,2.0,1.0,67.0,2,4981.0
Super built-up  Area,Uttarahalli,1175.0,2.0,2.0,47.0,2,4000.0
Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,62.55,3,4500.0
Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,56.0,3,4211.0
Super built-up  Area,Uttarahalli,1008.0,2.0,3.0,45.0,2,4464.0
Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,60.47,3,4350.0
Super built-up  Area,Uttarahalli,1617.0,3.0,3.0,66.68,3,4124.0
Built-up  Area,Uttarahalli,1150.0,2.0,1.0,49.0,2,4261.0
Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,56.0,3,4211.0
Super built-up  Area,Uttarahalli,1200.0,2.0,2.0,44.0,2,3667.0
Built-up  Area,Uttarahalli,882.0,2.0,1.0,30.0,2,3401.0
Super built-up  Area,Uttarahalli,993.0,2.0,1.0,39.71,2,3999.0
Super built-up  Area,Uttarahalli,1045.0,2.0,1.0,45.0,2,4306.0
Built-up  Area,Uttarahalli,850.0,2.0,2.0,37.93,2,4462.0
Super built-up  Area,Uttarahalli,3600.0,6.0,2.0,120.0,6,3333.0
Super built-up  Area,Uttarahalli,1788.0,3.0,2.0,98.34,3,5500.0
Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3,4238.0
Super built-up  Area,Uttarahalli,1089.0,2.0,1.0,43.55,2,3999.0
Super built-up  Area,Uttarahalli,1279.0,2.0,2.0,48.0,2,3753.0
Super built-up  Area,Uttarahalli,1425.0,2.0,2.0,64.0,3,4491.0
Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.42,2,3500.0
Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2,4000.0
Super built-up  Area,Uttarahalli,1300.0,2.0,1.0,55.0,3,4231.0
Built-up  Area,Uttarahalli,1250.0,2.0,1.0,55.0,3,4400.0
Carpet  Area,Uttarahalli,1700.0,3.0,2.0,88.0,3,5176.0
Built-up  Area,Uttarahalli,1200.0,3.0,1.0,50.0,3,4167.0
Built-up  Area,Uttarahalli,1085.0,2.0,2.0,43.0,2,3963.0
Super built-up  Area,Uttarahalli,1175.0,2.0,1.0,47.0,2,4000.0
Super built-up  Area,Uttarahalli,1689.28,3.0,2.0,91.2,3,5399.0
Super built-up  Area,Uttarahalli,1175.0,2.0,1.0,47.0,2,4000.0
Super built-up  Area,Uttarahalli,1137.0,2.0,1.0,63.0,2,5541.0
Super built-up  Area,Uttarahalli,1215.0,2.0,2.0,52.85,3,4350.0
Super built-up  Area,Uttarahalli,1325.0,2.0,1.0,53.0,2,4000.0
Super built-up  Area,Uttarahalli,1300.0,2.0,2.0,60.0,3,4615.0
Built-up  Area,Uttarahalli,850.0,2.0,2.0,35.0,2,4118.0
Super built-up  Area,Uttarahalli,1627.86,3.0,2.0,88.0,3,5406.0
Super built-up  Area,Uttarahalli,1360.0,2.0,3.0,61.2,3,4500.0
Super built-up  Area,Uttarahalli,661.0,1.0,1.0,36.0,1,5446.0
Super built-up  Area,Uttarahalli,1134.0,2.0,1.0,45.36,2,4000.0
Super built-up  Area,Uttarahalli,1320.0,2.0,3.0,55.44,3,4200.0
Super built-up  Area,Uttarahalli,1390.0,2.0,2.0,61.16,3,4400.0
Built-up  Area,Uttarahalli,1090.0,2.0,2.0,45.0,2,4128.0
Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2,4000.0
Super built-up  Area,Uttarahalli,1123.0,2.0,1.0,48.0,2,4274.0
Super built-up  Area,Uttarahalli,1329.0,2.0,1.0,56.0,3,4214.0
Super built-up  Area,Uttarahalli,938.0,2.0,0.0,35.0,2,3731.0
Super built-up  Area,Uttarahalli,1100.0,1.0,2.0,45.0,2,4091.0
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2,4178.0
Super built-up  Area,Uttarahalli,1685.0,3.0,2.0,85.0,3,5045.0
Super built-up  Area,Uttarahalli,1390.0,2.0,3.0,62.55,3,4500.0
Super built-up  Area,Uttarahalli,1180.0,2.0,1.0,41.3,2,3500.0
Super built-up  Area,Uttarahalli,1380.0,2.0,1.0,42.0,2,3043.0
Super built-up  Area,Uttarahalli,1737.0,2.0,3.0,95.0,3,5469.0
Built-up  Area,Uttarahalli,1160.0,2.0,2.0,45.0,2,3879.0
Super built-up  Area,Uttarahalli,1280.0,2.0,2.0,60.0,3,4688.0
Super built-up  Area,Uttarahalli,1190.0,2.0,1.0,53.55,2,4500.0
Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,57.0,3,4286.0
Super built-up  Area,Uttarahalli,1560.0,3.0,3.0,74.0,3,4744.0
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,48.0,2,4267.0
Super built-up  Area,Uttarahalli,1320.0,2.0,2.0,55.44,3,4200.0
Super built-up  Area,Uttarahalli,1160.0,2.0,2.0,40.6,2,3500.0
Super built-up  Area,Uttarahalli,1065.0,2.0,1.0,42.59,2,3999.0
Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,46.76,2,4350.0
Super built-up  Area,Uttarahalli,1155.0,2.0,1.0,40.6,2,3515.0
Super built-up  Area,Uttarahalli,1215.0,2.0,2.0,52.85,3,4350.0
Super built-up  Area,Uttarahalli,1180.0,2.0,1.0,41.3,2,3500.0
Super built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2,4000.0
Built-up  Area,Uttarahalli,1002.0,2.0,1.0,40.08,2,4000.0
Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,40.0,2,3721.0
Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.43,2,3500.0
Super built-up  Area,Uttarahalli,1025.0,2.0,1.0,35.88,2,3500.0
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.65,2,4236.0
Super built-up  Area,Uttarahalli,1300.0,2.0,2.0,55.0,2,4231.0
Super built-up  Area,Uttarahalli,1025.0,2.0,1.0,35.88,2,3500.0
Built-up  Area,Uttarahalli,980.0,2.0,1.0,45.0,2,4592.0
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2,4178.0
Super built-up  Area,Uttarahalli,1175.0,2.0,2.0,47.0,2,4000.0
Super built-up  Area,Uttarahalli,1525.0,2.0,2.0,62.82,3,4119.0
Super built-up  Area,Uttarahalli,1265.0,2.0,2.0,65.0,3,5138.0
Super built-up  Area,Uttarahalli,1213.0,2.0,2.0,48.0,2,3957.0
Super built-up  Area,Uttarahalli,900.0,2.0,2.0,35.0,2,3889.0
Super built-up  Area,Uttarahalli,1065.0,2.0,1.0,42.6,2,4000.0
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2,4178.0
Super built-up  Area,Uttarahalli,1270.0,2.0,2.0,55.25,3,4350.0
Super built-up  Area,Uttarahalli,1270.0,2.0,1.0,55.25,3,4350.0
Super built-up  Area,Uttarahalli,1107.0,2.0,1.0,45.0,2,4065.0
Built-up  Area,Uttarahalli,1200.0,2.0,1.0,55.0,2,4583.0
Super built-up  Area,Uttarahalli,1460.0,3.0,3.0,76.0,3,5205.0
Super built-up  Area,Uttarahalli,1500.0,3.0,1.0,68.0,3,4533.0
Built-up  Area,Uttarahalli,1120.0,2.0,1.0,50.0,2,4464.0
Super built-up  Area,Uttarahalli,1150.0,2.0,1.0,46.0,2,4000.0
Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,58.0,3,4361.0
Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2,4000.0
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,48.0,2,4267.0
Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3,4238.0
Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3,4238.0
Built-up  Area,Uttarahalli,1000.0,2.0,0.0,52.0,2,5200.0
Super built-up  Area,Uttarahalli,1037.0,2.0,1.0,36.0,2,3472.0
Super built-up  Area,Uttarahalli,1000.0,2.0,2.0,39.5,2,3950.0
Built-up  Area,Uttarahalli,1125.0,1.0,2.0,45.0,2,4000.0
Super built-up  Area,Uttarahalli,1160.0,2.0,2.0,40.58,2,3498.0
Built-up  Area,Uttarahalli,1123.0,2.0,2.0,60.0,2,5343.0
Built-up  Area,Uttarahalli,1000.0,2.0,1.0,35.0,2,3500.0
Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,57.0,3,4286.0
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2,4178.0
Built-up  Area,Uttarahalli,1165.0,1.0,0.0,42.09,2,3613.0
Super built-up  Area,Uttarahalli,1260.0,2.0,2.0,55.0,2,4365.0
Super built-up  Area,Uttarahalli,1284.0,2.0,2.0,53.36,2,4156.0
Super built-up  Area,Uttarahalli,1150.0,2.0,1.0,45.99,2,3999.0
Super built-up  Area,Uttarahalli,1290.0,2.0,3.0,56.12,3,4350.0
Super built-up  Area,Uttarahalli,1328.0,2.0,1.0,56.0,3,4217.0
Super built-up  Area,Uttarahalli,1040.0,2.0,2.0,36.4,2,3500.0
Super built-up  Area,Uttarahalli,1290.0,2.0,2.0,56.12,3,4350.0
Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,46.76,2,4350.0
Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3,4238.0
Built-up  Area,Varthur,1160.0,2.0,2.0,44.0,2,3793.0
Super built-up  Area,Varthur,1385.0,2.0,3.0,80.0,2,5776.0
Built-up  Area,Varthur,1024.0,2.0,2.0,42.0,2,4102.0
Super built-up  Area,Varthur,1125.0,2.0,2.0,40.0,2,3556.0
Super built-up  Area,Varthur,1112.0,2.0,2.0,40.0,2,3597.0
Super built-up  Area,Varthur,1055.0,2.0,2.0,45.35,2,4299.0
Super built-up  Area,Varthur,1280.0,2.0,0.0,65.0,2,5078.0
Super built-up  Area,Varthur,977.0,2.0,2.0,36.0,2,3685.0
Super built-up  Area,Varthur,1250.0,3.0,0.0,71.0,3,5680.0
Plot  Area,Varthur,1200.0,3.0,1.0,67.75,3,5646.0
Super built-up  Area,Varthur,1111.0,2.0,2.0,41.88,2,3770.0
Super built-up  Area,Varthur,1140.0,2.0,3.0,55.5,2,4868.0
Super built-up  Area,Varthur,1012.0,2.0,1.0,59.0,2,5830.0
Super built-up  Area,Varthur,1140.0,2.0,2.0,39.9,2,3500.0
Super built-up  Area,Varthur,1090.0,2.0,2.0,48.0,2,4404.0
Super built-up  Area,Varthur,1450.0,3.0,2.0,71.0,3,4897.0
Built-up  Area,Varthur,1210.0,2.0,1.0,60.0,2,4959.0
Super built-up  Area,Varthur,1070.0,2.0,2.0,46.0,2,4299.0
Super built-up  Area,Varthur,1360.0,2.0,3.0,85.0,3,6250.0
Super built-up  Area,Varthur,965.0,2.0,1.0,34.0,2,3523.0
Super built-up  Area,Varthur,1120.0,2.0,2.0,44.24,2,3950.0
Super built-up  Area,Varthur,1395.0,2.0,3.0,79.0,3,5663.0
Super built-up  Area,Varthur,1085.0,2.0,1.0,45.0,2,4147.0
Super built-up  Area,Varthur,1250.0,2.0,2.0,47.0,2,3760.0
Plot  Area,Varthur,1200.0,3.0,1.0,68.38,3,5698.0
Built-up  Area,Varthur,1155.0,2.0,1.0,60.0,2,5195.0
Super built-up  Area,Varthur,1035.0,2.0,1.0,60.0,2,5797.0
Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2,3377.0
Super built-up  Area,Varthur,1180.0,2.0,2.0,55.0,2,4661.0
Super built-up  Area,Varthur,1738.0,2.0,1.0,57.35,2,3300.0
Super built-up  Area,Varthur,1045.0,2.0,1.0,40.65,2,3890.0
Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2,3377.0
Super built-up  Area,Varthur,1210.0,2.0,1.0,64.15,2,5302.0
Super built-up  Area,Varthur,1105.0,2.0,3.0,38.0,2,3439.0
Super built-up  Area,Varthur,1560.0,3.0,2.0,90.0,3,5769.0
Super built-up  Area,Varthur,1760.0,2.0,1.0,85.0,2,4830.0
Super built-up  Area,Varthur,1210.0,2.0,2.0,54.0,2,4463.0
Super built-up  Area,Varthur,1112.0,2.0,2.0,40.0,2,3597.0
Super built-up  Area,Varthur,1000.0,1.0,1.0,65.0,2,6500.0
Super built-up  Area,Varthur Road,900.0,2.0,1.0,27.0,2,3000.0
Built-up  Area,Varthur Road,1277.0,2.0,2.0,59.0,2,4620.0
Super built-up  Area,Varthur Road,1247.0,2.0,2.0,58.0,3,4651.0
Super built-up  Area,Varthur Road,1050.0,2.0,2.0,42.7,2,4067.0
Super built-up  Area,Varthur Road,1255.0,2.0,2.0,52.76,2,4204.0
Super built-up  Area,Varthur Road,1033.0,2.0,2.0,32.0,2,3098.0
Super built-up  Area,Varthur Road,1140.0,2.0,2.0,49.11,2,4308.0
Super built-up  Area,Varthur Road,850.0,2.0,1.0,25.4,2,2988.0
Built-up  Area,Vasanthapura,1022.0,2.0,2.0,40.0,2,3914.0
Super built-up  Area,Vasanthapura,1135.0,2.0,1.0,39.73,2,3500.0
Super built-up  Area,Vasanthapura,995.0,2.0,1.0,34.82,2,3499.0
Super built-up  Area,Vasanthapura,995.0,2.0,1.0,34.82,2,3499.0
Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2,3499.0
Super built-up  Area,Vasanthapura,978.0,2.0,1.0,34.22,2,3499.0
Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2,3499.0
Plot  Area,Vidyaranyapura,1440.0,2.0,0.0,95.0,2,6597.0
Super built-up  Area,Vidyaranyapura,1062.0,2.0,3.0,38.0,2,3578.0
Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,55.0,2,4583.0
Plot  Area,Vidyaranyapura,1200.0,4.0,0.0,90.0,4,7500.0
Built-up  Area,Vidyaranyapura,1060.0,2.0,2.0,55.0,2,5189.0
Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2,4909.0
Built-up  Area,Vidyaranyapura,1440.0,2.0,0.0,70.0,3,4861.0
Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2,4909.0
Super built-up  Area,Vidyaranyapura,1000.0,2.0,1.0,35.0,2,3500.0
Built-up  Area,Vidyaranyapura,1120.0,2.0,1.0,70.0,2,6250.0
Built-up  Area,Vidyaranyapura,945.0,2.0,0.0,40.0,2,4233.0
Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,54.0,2,4909.0
Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,65.0,3,5417.0
Built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,52.0,2,4333.0
Built-up  Area,Vidyaranyapura,1050.0,2.0,1.0,50.0,2,4762.0
Super built-up  Area,Vidyaranyapura,1188.0,2.0,1.0,50.0,2,4209.0
Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,75.0,3,6818.0
Super built-up  Area,Vidyaranyapura,1100.0,2.0,2.0,72.0,3,6545.0
Built-up  Area,Vidyaranyapura,2400.0,5.0,1.0,135.0,4,5625.0
Super built-up  Area,Vidyaranyapura,1100.0,2.0,1.0,41.0,2,3727.0
Super built-up  Area,Vidyaranyapura,1200.0,2.0,2.0,60.5,2,5042.0
Super built-up  Area,Vidyaranyapura,1200.0,2.0,1.0,42.0,2,3500.0
Super built-up  Area,Vijayanagar,1704.0,3.0,2.0,110.0,3,6455.0
Super built-up  Area,Vijayanagar,1933.0,3.0,1.0,129.0,3,6674.0
Super built-up  Area,Vijayanagar,1450.0,3.0,0.0,100.0,3,6897.0
Built-up  Area,Vijayanagar,1580.0,2.0,0.0,134.0,3,8481.0
Super built-up  Area,Vijayanagar,1826.0,3.0,2.0,121.0,3,6627.0
Super built-up  Area,Vijayanagar,1739.0,3.0,1.0,116.0,3,6671.0
Super built-up  Area,Vijayanagar,1490.0,3.0,2.0,100.0,3,6711.0
Super built-up  Area,Vijayanagar,1180.0,2.0,2.0,65.0,2,5508.0
Super built-up  Area,Vijayanagar,606.0,1.0,0.0,34.78,1,5739.0
Super built-up  Area,Vijayanagar,1352.0,2.0,2.0,68.0,2,5030.0
Super built-up  Area,Vijayanagar,1527.0,3.0,2.0,115.0,3,7531.0
Built-up  Area,Vijayanagar,989.0,2.0,0.0,60.0,2,6067.0
Super built-up  Area,Vijayanagar,1520.0,2.0,1.0,103.0,3,6776.0
Super built-up  Area,Vijayanagar,1749.0,3.0,1.0,117.0,3,6690.0
Super built-up  Area,Vijayanagar,1046.0,2.0,1.0,75.0,2,7170.0
Super built-up  Area,Vijayanagar,606.0,1.0,1.0,40.0,1,6601.0
Super built-up  Area,Vijayanagar,1200.0,2.0,2.0,62.0,2,5167.0
Super built-up  Area,Vijayanagar,1760.0,3.0,0.0,140.0,3,7955.0
Super built-up  Area,Vijayanagar,2047.0,3.0,2.0,136.0,3,6644.0
Super built-up  Area,Vijayanagar,1200.0,2.0,1.0,75.0,3,6250.0
Super built-up  Area,Vijayanagar,1178.0,2.0,3.0,82.0,2,6961.0
Built-up  Area,Vijayanagar,864.0,2.0,0.0,45.0,2,5208.0
Plot  Area,Vijayanagar,2100.0,6.0,1.0,252.0,4,12000.0
Super built-up  Area,Vijayanagar,920.0,2.0,2.0,60.0,2,6522.0
Super built-up  Area,Vijayanagar,1019.0,2.0,1.0,58.0,2,5692.0
Plot  Area,Vijayanagar,2400.0,6.0,3.0,125.0,5,5208.0
Super built-up  Area,Vijayanagar,1180.0,2.0,1.0,86.0,2,7288.0
Super built-up  Area,Vijayanagar,1046.0,2.0,0.0,49.06,2,4690.0
Built-up  Area,Vijayanagar,2400.0,2.0,0.0,230.0,1,9583.0
Super built-up  Area,Vijayanagar,492.0,1.0,1.0,40.0,1,8130.0
Plot  Area,Vishveshwarya Layout,750.0,1.0,1.0,30.0,1,4000.0
Built-up  Area,Vishveshwarya Layout,2000.0,4.0,1.0,75.0,4,3750.0
Super built-up  Area,Vishveshwarya Layout,2100.0,6.0,0.0,92.0,6,4381.0
Plot  Area,Vishveshwarya Layout,2000.0,3.0,0.0,90.0,4,4500.0
Super built-up  Area,Vishwapriya Layout,820.0,2.0,1.0,30.0,2,3659.0
Super built-up  Area,Vishwapriya Layout,770.0,2.0,2.0,30.0,2,3896.0
Super built-up  Area,Vishwapriya Layout,910.0,2.0,3.0,36.0,2,3956.0
Super built-up  Area,Vishwapriya Layout,890.0,2.0,3.0,37.0,2,4157.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,71.0,2,5057.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2,5377.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,69.3,2,4936.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2,5401.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2,5177.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,64.5,2,5177.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,68.0,2,5457.0
Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.0,2,5412.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2,5342.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2,5217.0
Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.0,2,5412.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2,5409.0
Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.4,2,5353.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,68.8,2,4900.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,62.3,2,5000.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,63.0,2,5056.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2,5409.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.4,2,5249.0
Super built-up  Area,Vittasandra,1238.0,2.0,1.0,67.32,2,5438.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2,5409.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2,5401.0
Super built-up  Area,Vittasandra,1404.0,2.0,2.0,70.0,2,4986.0
Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.48,2,5360.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,75.0,2,5342.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2,5377.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,72.0,2,5128.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.5,2,5417.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.5,2,5417.0
Super built-up  Area,Vittasandra,1404.0,2.0,1.0,70.0,2,4986.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,65.0,2,5217.0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2,5409.0
Built-up  Area,Whitefield,1610.0,3.0,2.0,81.0,3,5031.0
Super built-up  Area,Whitefield,1459.0,2.0,1.0,94.82,2,6499.0
Super built-up  Area,Whitefield,1280.0,2.0,2.0,75.0,2,5859.0
Super built-up  Area,Whitefield,1910.0,3.0,2.0,161.0,3,8429.0
Super built-up  Area,Whitefield,3252.0,4.0,1.0,230.0,4,7073.0
Plot  Area,Whitefield,11890.0,4.0,3.0,700.0,4,5887.0
Super built-up  Area,Whitefield,1150.0,2.0,1.0,70.0,2,6087.0
Built-up  Area,Whitefield,1768.0,3.0,2.0,101.0,3,5713.0
Built-up  Area,Whitefield,4144.0,4.0,3.0,315.0,4,7601.0
Super built-up  Area,Whitefield,4104.0,4.0,2.0,360.0,4,8772.0
Super built-up  Area,Whitefield,1790.0,3.0,0.0,100.0,3,5587.0
Super built-up  Area,Whitefield,1720.0,3.0,3.0,100.0,3,5814.0
Super built-up  Area,Whitefield,1640.0,4.0,2.0,91.0,3,5549.0
Super built-up  Area,Whitefield,2280.0,4.0,2.0,126.0,3,5526.0
Built-up  Area,Whitefield,1897.0,3.0,2.0,130.0,3,6853.0
Super built-up  Area,Whitefield,2225.0,2.0,1.0,125.0,3,5618.0
Super built-up  Area,Whitefield,4348.5,2.0,0.0,304.0,4,6991.0
Super built-up  Area,Whitefield,2268.0,3.0,2.0,163.0,4,7187.0
Plot  Area,Whitefield,2400.0,4.0,3.0,200.0,4,8333.0
Super built-up  Area,Whitefield,1360.0,2.0,1.0,95.0,2,6985.0
Super built-up  Area,Whitefield,1697.0,3.0,2.0,94.79,3,5586.0
Plot  Area,Whitefield,5000.0,4.0,3.0,400.0,4,8000.0
Plot  Area,Whitefield,3000.0,5.0,3.0,250.0,4,8333.0
Built-up  Area,Whitefield,1700.0,3.0,2.0,115.0,3,6765.0
Built-up  Area,Whitefield,2842.0,3.0,2.0,162.0,3,5700.0
Plot  Area,Whitefield,1500.0,3.0,1.0,130.0,3,8667.0
Super built-up  Area,Whitefield,1280.0,2.0,1.0,75.0,2,5859.0
Super built-up  Area,Whitefield,1405.0,2.0,1.0,78.0,3,5552.0
Super built-up  Area,Whitefield,2225.0,3.0,3.0,115.0,3,5169.0
Super built-up  Area,Whitefield,1272.0,2.0,1.0,95.05,2,7472.0
Built-up  Area,Whitefield,1192.0,2.0,1.0,71.0,2,5956.0
Super built-up  Area,Whitefield,1626.0,3.0,3.0,89.0,3,5474.0
Super built-up  Area,Whitefield,1585.0,3.0,2.0,88.0,3,5552.0
Super built-up  Area,Whitefield,665.0,2.0,0.0,28.585,1,4298.0
Built-up  Area,Whitefield,1280.0,2.0,0.0,85.0,2,6641.0
Plot  Area,Whitefield,1200.0,3.0,2.0,68.5,3,5708.0
Plot  Area,Whitefield,4000.0,4.0,2.0,330.0,4,8250.0
Super built-up  Area,Whitefield,1697.0,3.0,2.0,108.0,3,6364.0
Super built-up  Area,Whitefield,3606.0,4.0,2.0,312.0,4,8652.0
Super built-up  Area,Whitefield,1485.0,2.0,1.0,90.0,2,6061.0
Super built-up  Area,Whitefield,950.0,1.0,1.0,50.0,1,5263.0
Super built-up  Area,Whitefield,3584.0,4.0,0.0,199.0,4,5552.0
Super built-up  Area,Whitefield,825.0,1.0,1.0,45.0,1,5455.0
Super built-up  Area,Whitefield,1635.0,2.0,2.0,85.0,3,5199.0
Super built-up  Area,Whitefield,1216.0,2.0,1.0,79.0,2,6497.0
Super built-up  Area,Whitefield,920.0,2.0,1.0,63.0,2,6848.0
Super built-up  Area,Whitefield,1170.0,2.0,1.0,71.0,2,6068.0
Super built-up  Area,Whitefield,1118.0,2.0,1.0,75.0,2,6708.0
Super built-up  Area,Whitefield,1800.0,3.0,0.0,110.0,3,6111.0
Super built-up  Area,Whitefield,1562.0,3.0,2.0,103.0,3,6594.0
Super built-up  Area,Whitefield,2321.0,4.0,1.0,128.0,3,5515.0
Super built-up  Area,Whitefield,1320.0,2.0,1.0,95.0,2,7197.0
Plot  Area,Whitefield,3010.0,3.0,2.0,200.0,3,6645.0
Super built-up  Area,Whitefield,1346.0,2.0,1.0,96.17,2,7145.0
Super built-up  Area,Whitefield,3850.0,5.0,0.0,316.0,3,8208.0
Super built-up  Area,Whitefield,2500.0,4.0,3.0,155.0,4,6200.0
Built-up  Area,Whitefield,905.0,1.0,1.0,55.0,1,6077.0
Super built-up  Area,Whitefield,2268.0,3.0,0.0,146.0,4,6437.0
Super built-up  Area,Whitefield,630.5,1.0,0.0,32.79,1,5201.0
Super built-up  Area,Whitefield,3537.0,5.0,3.0,210.0,4,5937.0
Super built-up  Area,Whitefield,1697.0,3.0,2.0,115.0,3,6777.0
Built-up  Area,Whitefield,3250.0,5.0,0.0,290.0,5,8923.0
Super built-up  Area,Whitefield,1269.0,2.0,1.0,75.0,2,5910.0
Plot  Area,Whitefield,3227.0,5.0,0.0,250.0,5,7747.0
Super built-up  Area,Whitefield,1545.0,3.0,2.0,79.0,3,5113.0
Super built-up  Area,Whitefield,3262.0,4.0,2.0,260.0,4,7971.0
Super built-up  Area,Whitefield,1132.0,2.0,1.0,79.28,2,7004.0
